Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Zhang, X., Bennie, S.J., van der Kamp, M.W., Glowacki, D.R., Manby, F.R., Mulholland, A.J.","57201130775; 55521304300; 22136534400; 16424472800; 6701485405; 7004313834","Multiscale analysis of enantioselectivity in enzyme-catalysed ‘lethal synthesis’ using projector-based embedding",2018,"Royal Society Open Science",5,"2", 171390,,,,9,10.1098/rsos.171390,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043495300&partnerID=40&md5=b608263d18b33b6d63f33e4c2d55e3a4",Article,Final,Open Access,Scopus,2-s2.0-85043495300
[No author name available],[No author name available],"Correction: Radical framing effects in the ultimatum game: The impact of explicit culturally transmitted frames on economic decision-making (R. Soc. open sci., (2017) 4, 170543, 10.1098/rsos.170543)",2018,"Royal Society Open Science",5,"2", 180120,,,,,10.1098/rsos.180120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043494819&partnerID=40&md5=6610b3c12a54e8145f50dd3631cb64a2",Erratum,Final,Open Access,Scopus,2-s2.0-85043494819
"Langley, E.J.G., Van Horik, J.O., Whiteside, M.A., Madden, J.R.","57189996503; 8879259600; 55760895200; 7201576047","Group social rank is associated with performance on a spatial learning task",2018,"Royal Society Open Science",5,"2", 171475,,,,3,10.1098/rsos.171475,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043493659&partnerID=40&md5=baa9654d65e9cf5b53c33c215d096395",Article,Final,Open Access,Scopus,2-s2.0-85043493659
"Neil, T.R., Askew, G.N.","57201133643; 7004658923","Swimming mechanics and propulsive efficiency in the chambered nautilus",2018,"Royal Society Open Science",5,"2", 170467,,,,3,10.1098/rsos.170467,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043492619&partnerID=40&md5=31bcd7fb5d2cb647a2bb27b114546cfb",Article,Final,Open Access,Scopus,2-s2.0-85043492619
"Strube-Bloss, M.F., Rössler, W.","26041096800; 7004584294","Multimodal integration and stimulus categorization in putative mushroom body output neurons of the honeybee",2018,"Royal Society Open Science",5,"2", 171785,,,,6,10.1098/rsos.171785,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043492074&partnerID=40&md5=21e631436fd99c0a1ee8ef29da0baf1e",Article,Final,Open Access,Scopus,2-s2.0-85043492074
"Tao, J., Zhang, W., Liang, L., Lei, Z.","57201134268; 56875092300; 57201136072; 56347047500","Effects of eco-friendly carbohydrate-based superabsorbent polymers on seed germination and seedling growth of maize",2018,"Royal Society Open Science",5,"2", 171184,,,,5,10.1098/rsos.171184,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043490035&partnerID=40&md5=b8659a407e8492294e1a43cf2309154a",Article,Final,Open Access,Scopus,2-s2.0-85043490035
"Kuppuraj, S., Duta, M., Thompson, P., Bishop, D.","57201134101; 6603638523; 56583231800; 7401913614","Online incidental statistical learning of audiovisual word sequences in adults: A registered report",2018,"Royal Society Open Science",5,"2", 171678,,,,2,10.1098/rsos.171678,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043489827&partnerID=40&md5=e736eb20f65c27a9eccb91af79d846de",Article,Final,Open Access,Scopus,2-s2.0-85043489827
"Li, T.-T., Bao, N., Geng, A.-F., Yu, H., Yang, Y., Dong, X.-T.","57195354195; 57189465379; 14031333400; 57189305456; 56113253600; 7401797195","Study on room temperature gas-sensing performance of cuo film-decorated ordered porous zno composite by In<inf>2</inf> o<inf>3</inf> sensitization",2018,"Royal Society Open Science",5,"2", 171788,,,,4,10.1098/rsos.171788,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043489808&partnerID=40&md5=abb04e47bbb0db0ac86f900005a7feef",Article,Final,Open Access,Scopus,2-s2.0-85043489808
"Seoane, L.F., Solé, R.V.","55047110000; 7004381560","Information theory, predictability and the emergence of complex life",2018,"Royal Society Open Science",5,"2", 172221,,,,4,10.1098/rsos.172221,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043488764&partnerID=40&md5=fe4a131888e8223bf4e160c55c47214a",Article,Final,Open Access,Scopus,2-s2.0-85043488764
"Chen, Y., Zhao, W., Wang, H., Li, Y., Li, C.","16678317700; 57200905905; 56106530000; 57200993250; 57200991706","Preparation of novel polyamine-type chelating resin with hyperbranched structures and its adsorption performance",2018,"Royal Society Open Science",5,"2", 171665,,,,1,10.1098/rsos.171665,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042799806&partnerID=40&md5=75994a43a9bf1fc2d82fc6b32c6d80ad",Article,Final,Open Access,Scopus,2-s2.0-85042799806
"Qin, W.-L., Xia, T., Ye, Y., Zhang, P.-P.","57190371458; 57193713021; 7401627397; 14029386200","Fabrication and electromagnetic performance of talc/NiTiO<inf>3</inf> composite",2018,"Royal Society Open Science",5,"2", 171083,,,,,10.1098/rsos.171083,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042799797&partnerID=40&md5=7c152a08d5118c19a368ddf2de51e7cd",Article,Final,Open Access,Scopus,2-s2.0-85042799797
"Seltmann, M.W., Helle, S., Adams, M.J., Mar, K.U., Lahdenperä, M.","24342462300; 35608205200; 55454016200; 36641813700; 56050051000","Evaluating the personality structure of semi-captive asian elephants living in their natural habitat",2018,"Royal Society Open Science",5,"2", 172026,,,,5,10.1098/rsos.172026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042789518&partnerID=40&md5=9bf466182dbcc96b304c79ef9f12453d",Article,Final,Open Access,Scopus,2-s2.0-85042789518
"Comellas, E., Bellomo, F.J., Rosales, I., Del Castillo, L.F., Sánchez, R., Turon, P., Oller, S.","56462881000; 54416841900; 57200991266; 57200988800; 57200990936; 6507546039; 7003881173","On the feasibility of the computational modelling of the endoluminal vacuum-assisted closure of an oesophageal anastomotic leakage",2018,"Royal Society Open Science",5,"2", 171289,,,,,10.1098/rsos.171289,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042789421&partnerID=40&md5=2a59651c68988596cb43aa0d3795e1f8",Article,Final,Open Access,Scopus,2-s2.0-85042789421
"Rostro-García, S., Kamler, J.F., Crouthers, R., Sopheak, K., Prum, S., In, V., Pin, C., Caragiulo, A., Macdonald, D.W.","56525213400; 7003394049; 57194184337; 57200984502; 54791387700; 57200983704; 57200987620; 36172324100; 7401463172","An adaptable but threatened big cat: Density, diet and prey selection of the indochinese leopard (Panthera pardus delacouri) in eastern Cambodia",2018,"Royal Society Open Science",5,"2", 171187,,,,2,10.1098/rsos.171187,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042784819&partnerID=40&md5=4c01f1f5ff2821ac91fa0d90981d7927",Article,Final,Open Access,Scopus,2-s2.0-85042784819
"Khan, M.F.S., Wu, J., Liu, B., Cheng, C., Akbar, M., Chai, Y., Memon, A.","57196475278; 57065905200; 57196470099; 57033256100; 57200991354; 57196466679; 57200985747","Fluorescence and photophysical properties of xylene isomers in water: With experimental and theoretical approaches",2018,"Royal Society Open Science",5,"2", 171719,,,,2,10.1098/rsos.171719,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042783787&partnerID=40&md5=edcf82aa7ac10db03340956de4617e65",Article,Final,Open Access,Scopus,2-s2.0-85042783787
"Hammond, C., Padovan, D., Tarantino, G.","36521187700; 56818853900; 57016412800","Porous metallosilicates for heterogeneous, liquid-phase catalysis: Perspectives and pertaining challenges",2018,"Royal Society Open Science",5,"2", 171315,,,,2,10.1098/rsos.171315,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042778283&partnerID=40&md5=514f9dd85a658806599725e3cd91caa7",Review,Final,Open Access,Scopus,2-s2.0-85042778283
"Pijning, A.E., Chiu, J., Yeo, R.X., Wong, J.W.H., Hogg, P.J.","57200984836; 8275793400; 57200994379; 7404436837; 7102393045","Identification of allosteric disulfides from labile bonds in X-ray structures",2018,"Royal Society Open Science",5,"2", 171058,,,,6,10.1098/rsos.171058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042777882&partnerID=40&md5=d9f2d94ad2026b364fc508dabe3c6032",Article,Final,Open Access,Scopus,2-s2.0-85042777882
"Needham, L.-M., Weber, J., Fyfe, J.W.B., Kabia, O.M., Do, D.T., Klimont, E., Zhang, Y., Rodrigues, M., Dobson, C.M., Ghandi, S., Bohndiek, S.E., Snaddon, T.N., Lee, S.F.","57004463200; 56739772400; 57207716482; 57200990707; 55520125800; 56177016200; 57203830802; 57199328063; 56623994700; 57200994230; 16311545900; 8353586000; 56965835700","Bifunctional fluorescent probes for detection of amyloid aggregates and reactive oxygen species",2018,"Royal Society Open Science",5,"2", 171399,,,,3,10.1098/rsos.171399,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042777627&partnerID=40&md5=dc50ba47a173a8732537512a888535df",Article,Final,Open Access,Scopus,2-s2.0-85042777627
"Bhaskar, M., Surekha, M., Suma, N.","44560891300; 57200985635; 15045876300","Esterification of phenyl acetic acid with p-cresol using metal cation exchanged montmorillonite nanoclay catalysts",2018,"Royal Society Open Science",5,"2", 171378,,,,1,10.1098/rsos.171378,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042772165&partnerID=40&md5=5109f1aa5e3327d5ef6af0bece2d7a2d",Article,Final,Open Access,Scopus,2-s2.0-85042772165
"Penick, C.A., Halawani, O., Pearson, B., Mathews, S., López-Uribe, M.M., Dunn, R.R., Smith, A.A.","23493602800; 57200985207; 57200989000; 56165868400; 23094837500; 7402031494; 24538026700","External immunity in ant societies: Sociality and colony size do not predict investment in antimicrobials",2018,"Royal Society Open Science",5,"2", 171332,,,,4,10.1098/rsos.171332,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042767466&partnerID=40&md5=f64a19ca26d78a6f033c80808a382d03",Article,Final,Open Access,Scopus,2-s2.0-85042767466
"Wang, L., He, X., Zhang, W., Liu, Y., Banks, C.E., Zhang, Y.","57196403428; 57200987853; 57200992024; 36072599800; 7103312443; 56311690700","Investigating structure– Property relationships of biomineralized calcium phosphate compounds as fluorescent quenching– recovery platform",2018,"Royal Society Open Science",5,"2", 170877,,,,1,10.1098/rsos.170877,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042767359&partnerID=40&md5=a8922157281e8f8caa832ddb1373e598",Article,Final,Open Access,Scopus,2-s2.0-85042767359
"Song, S., Zhao, H., Zheng, X., Zhang, H., Liu, Y., Wang, Y., Han, B.","55469538900; 56198746300; 57194108004; 56979540600; 57196311267; 55961816300; 25630335800","A density functional theory study of the role of functionalized graphene particles as effective additives in power cable insulation",2018,"Royal Society Open Science",5,"2", 170772,,,,3,10.1098/rsos.170772,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042763296&partnerID=40&md5=d07f6d8e0b9dff3c33b47c9829ebfd5b",Article,Final,Open Access,Scopus,2-s2.0-85042763296
"Tang, Y., Shi, X., Liu, Y., Feng, L., Zhang, L.","57196120823; 57196124112; 55857995300; 55123769400; 36063375200","Degradation of clofibric acid in UV/chlorine disinfection process: Kinetics, reactive species contribution and pathways",2018,"Royal Society Open Science",5,"2", 171372,,,,9,10.1098/rsos.171372,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042762598&partnerID=40&md5=d8f405803b107cf7c34f16cd48d33b90",Article,Final,Open Access,Scopus,2-s2.0-85042762598
"Xia, Y., Zheng, X., Wang, E., Li, D., Hou, R., Wang, J.","57200985311; 22959364500; 34868964900; 46461344200; 22834890400; 56169066800","Synthesis of adenosine analogues with indole moiety as human adenosine A<inf>3</inf> receptor ligands",2018,"Royal Society Open Science",5,"2", 171596,,,,1,10.1098/rsos.171596,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042762265&partnerID=40&md5=411e12b2fe0558da9c059822f8006923",Article,Final,Open Access,Scopus,2-s2.0-85042762265
"Sarkar, B., Maiti, S., Jadhav, G.R., Paira, P.","57196781719; 57197806437; 57188832662; 22035327900","Discovery of benzothiazolylquinoline conjugates as novel human A<inf>3</inf> receptor antagonists: Biological evaluations and molecular docking studies",2018,"Royal Society Open Science",5,"2", 171622,,,,2,10.1098/rsos.171622,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042759124&partnerID=40&md5=635bcefe7f457e28628b404666a05864",Article,Final,Open Access,Scopus,2-s2.0-85042759124
"Mali, S., Shinde, S., Damte, S., Patil, S.","57200989314; 57040645500; 57200993925; 7402240162","Synergistic effect of natural chickpea leaf exudates acids in heterocyclization: A greener protocol for benzopyran synthesis",2018,"Royal Society Open Science",5,"2", 170333,,,,,10.1098/rsos.170333,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042754948&partnerID=40&md5=9937845ea6b6eb9044fd364426a8be13",Article,Final,Open Access,Scopus,2-s2.0-85042754948
"Li, Z.","57200988017","MnO<inf>2</inf>–graphene nanosheets wrapped mesoporous carbon/sulfur composite for lithium–Sulfur batteries",2018,"Royal Society Open Science",5,"2", 171824,,,,4,10.1098/rsos.171824,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042754597&partnerID=40&md5=124d35af4eb6328b4ae77249147ee7b7",Article,Final,Open Access,Scopus,2-s2.0-85042754597
"Llanos, J., Brito, I., Espinoza, D., Sekar, R., Manidurai, P.","23035793600; 56243857400; 35253569400; 57197292221; 56436584000","A down-shifting Eu<sup>3+</sup>-doped Y<inf>2</inf>WO<inf>6</inf>/TiO<inf>2</inf> photoelectrode for improved light harvesting in dye-sensitized solar cells",2018,"Royal Society Open Science",5,"2", 171054,,,,7,10.1098/rsos.171054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042753460&partnerID=40&md5=8b9d582a3bb40010377ba06e7e224523",Article,Final,Open Access,Scopus,2-s2.0-85042753460
"Wang, S., Meng, D., Wang, S., Zhang, Z., Yang, R., Zhao, W.","57201490414; 57200989295; 57200987183; 57194383472; 7403924718; 55725928200","Modification of wheat gluten for improvement of binding capacity with keratin in hair",2018,"Royal Society Open Science",5,"2", 171216,,,,,10.1098/rsos.171216,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042752092&partnerID=40&md5=72668dfd9d0b22a1ea352616f249a860",Article,Final,Open Access,Scopus,2-s2.0-85042752092
"Penacchio, O., George Lovell, P., Harris, J.M.","6507111711; 36465267800; 7407315545","Is countershading camouflage robust to lighting change due to weather?",2018,"Royal Society Open Science",5,"2", 170801,,,,2,10.1098/rsos.170801,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042750640&partnerID=40&md5=5d75f7c1f4a26fa55bab1201a3c6b9a4",Article,Final,Open Access,Scopus,2-s2.0-85042750640
"Walton, E., Casey, C., Mitsch, J., Vázquez-Diosdado, J.A., Yan, J., Dottorini, T., Ellis, K.A., Winterlich, A., Kaler, J.","57200986026; 57200991384; 57200993128; 55279828100; 57200992340; 6602762132; 55897302400; 55879602900; 23094344300","Evaluation of sampling frequency, window size and sensor position for classification of sheep behaviour",2018,"Royal Society Open Science",5,"2", 171442,,,,8,10.1098/rsos.171442,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042746544&partnerID=40&md5=691e745a792782ec48889b9f7ddebf8d",Article,Final,Open Access,Scopus,2-s2.0-85042746544
"Lehtonen, J., Schwanz, L.E.","36646140900; 15760959000","Mate limitation and sex ratio evolution",2018,"Royal Society Open Science",5,"2", 171135,,,,1,10.1098/rsos.171135,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042745392&partnerID=40&md5=35a10eca966b84390f9e03911f830113",Article,Final,Open Access,Scopus,2-s2.0-85042745392
"Garg, K.M., Chattopadhyay, B., Ramakrishnan, U.","36245164700; 25630286000; 57203055849","Social structure of the harem-forming promiscuous fruit bat, Cynopterus sphinx, is the harem truly important?",2018,"Royal Society Open Science",5,"2", 172024,,,,1,10.1098/rsos.172024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042739039&partnerID=40&md5=e71466c39bce685cbfecac607da26c7a",Article,Final,Open Access,Scopus,2-s2.0-85042739039
"Pirie, M.D., Maas, P.J.M., Wilschut, R.A., Melchers-Sharrott, H., Chatrou, L.W.","56010608200; 7003668053; 57115268200; 57200529344; 6603262508","Parallel diversifications of Cremastosperma and mosannona (annonaceae), tropical rainforest trees tracking neogene upheaval of South America",2018,"Royal Society Open Science",5,"1", 171561,,,,6,10.1098/rsos.171561,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041553471&partnerID=40&md5=bd6cafb65dba7c341defecd3bcb487ee",Article,Final,Open Access,Scopus,2-s2.0-85041553471
"Li, H., Fu, D., Zhang, X.-M.","57189619354; 50760945900; 57192437309","A novel adenine-based metal organic framework derived nitrogen-doped nanoporous carbon for flexible solid-state supercapacitor",2018,"Royal Society Open Science",5,"1", 171028,,,,2,10.1098/rsos.171028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041552681&partnerID=40&md5=60f980700c7bb7b90605ba023c42205d",Article,Final,Open Access,Scopus,2-s2.0-85041552681
"Tiee, M.S., Harrigan, R.J., Thomassen, H.A., Smith, T.B.","57200523439; 8701965700; 6603440332; 7405500132","Ghosts of infections past: Using archival samples to understand a century of monkeypox virus prevalence among host communities across space and time",2018,"Royal Society Open Science",5,"1", 171089,,,,2,10.1098/rsos.171089,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041548141&partnerID=40&md5=adcffe188229121d52b81fee15aa5bf7",Article,Final,Open Access,Scopus,2-s2.0-85041548141
"Mills, C.H., Letnic, M.","57190570131; 6602442349","Reversing functional extinction of mammals prompts a rethink of paradigms about seed fate in arid Australia",2018,"Royal Society Open Science",5,"1", 171977,,,,2,10.1098/rsos.171977,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041545936&partnerID=40&md5=76ad48ebb22ffefc87f0b2862d09e94c",Article,Final,Open Access,Scopus,2-s2.0-85041545936
"Golovchan, A.V., Kruglyak, V.V., Tkachenko, V.S., Kuchko, A.N.","8682063900; 6701455792; 13608549400; 6603066888","Magnonic band spectrum of spin waves in an elliptical helix",2018,"Royal Society Open Science",5,"1", 172285,,,,3,10.1098/rsos.172285,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041541138&partnerID=40&md5=98992bf7944bbf243401abbedba54183",Article,Final,Open Access,Scopus,2-s2.0-85041541138
